log,cleaned_log,label,stage,severity,root_cause,log_length
"2026-04-04T20:07:46.000Z ##[group]Run CI for microsoft/vscode
2026-04-04T20:07:46.000Z Runner image: windows-latest
2026-04-04T20:07:46.000Z Language: java
2026-04-04T20:07:46.000Z pytest -m integration --maxfail=1
2026-04-04T20:07:46.000Z Error: Process timed out after 15 minutes
2026-04-04T20:07:46.000Z ##[error]The operation was canceled",2026-04-04t20:07:46.000z group run ci for microsoft/vscode 2026-04-04t20:07:46.000z runner image: windows-latest 2026-04-04t20:07:46.000z language: java 2026-04-04t20:07:46.000z pytest -m integration --maxfail 1 2026-04-04t20:07:46.000z,Timeout Error,test,medium,Long-running step exceeded CI timeout threshold,
"2026-04-01T20:20:31.000Z ##[group]Run CI for tensorflow/tensorflow
2026-04-01T20:20:31.000Z Runner image: windows-latest
2026-04-01T20:20:31.000Z Language: go
2026-04-01T20:20:31.000Z pytest -m integration --maxfail=1
2026-04-01T20:20:31.000Z Error: Process timed out after 30 minutes
2026-04-01T20:20:31.000Z ##[error]The operation was canceled",2026-04-01t20:20:31.000z group run ci for tensorflow/tensorflow 2026-04-01t20:20:31.000z runner image: windows-latest 2026-04-01t20:20:31.000z language: go 2026-04-01t20:20:31.000z pytest -m integration --maxfail 1 2026-04-01t20:20:31.000z,Timeout Error,test,medium,Long-running step exceeded CI timeout threshold,239.0
"2026-04-11T03:02:24.9772614Z find: write error 2026-04-11T03:02:26.7038363Z     ""failedAssertions"": 1 2026-04-11T02:37:26.2158180Z . postinstall: Error: Command failed with exit code 1 (EPERM): pnpm add next@16.2.1-canary.32 --lockfile=false --ignore-workspace --ignore-scripts --prefer-offline 2026-04-11T02:37:26.2162729Z . postinstall:     at makeError (/home/runner/work/next.js/next.js/node_modules/.pnpm/execa@2.0.3/node_modules/execa/lib/error.js:58:11) 2026-04-11T02:37:26.2185082Z . postinstall:     'This error happened while installing a direct dependency of /tmp/next-swc-1775875045358\n' +",tz find write error tz failedassertions,Test Failure,build,medium,auto-detected,39.0
"2026-04-02T00:26:15.000Z ##[group]Run CI for django/django
2026-04-02T00:26:15.000Z Runner image: windows-latest
2026-04-02T00:26:15.000Z Language: go
2026-04-02T00:26:15.000Z Pulling cache layer from registry
2026-04-02T00:26:15.000Z error: failed to solve: no space left on device
2026-04-02T00:26:15.000Z ##[error]Runner disk pressure caused job failure",2026-04-02t00:26:15.000z group run ci for django/django 2026-04-02t00:26:15.000z runner image: windows-latest 2026-04-02t00:26:15.000z language: go 2026-04-02t00:26:15.000z pulling cache layer from registry 2026-04-02t00:26:15.000z,Infrastructure Error,build,high,Runner or external service instability,231.0
"2026-04-01T08:51:15.000Z ##[group]Run CI for pytorch/pytorch
2026-04-01T08:51:15.000Z Runner image: windows-latest
2026-04-01T08:51:15.000Z Language: node
2026-04-01T08:51:15.000Z FAIL src/test/java/com/example/ServiceTest.java
2026-04-01T08:51:15.000Z AssertionError: expected 7 but received 13
2026-04-01T08:51:15.000Z ##[error]Test suite failed with exit code 1",2026-04-01t08:51:15.000z group run ci for pytorch/pytorch 2026-04-01t08:51:15.000z runner image: windows-latest 2026-04-01t08:51:15.000z language: node 2026-04-01t08:51:15.000z fail src/test/java/com/example/servicetest.java 2026-04-01t08:51:15.000z assertionerror: expected 7,Test Failure,test,medium,Assertion mismatch in CI test suite,276.0
"2026-04-02T03:24:32.000Z ##[group]Run CI for microsoft/vscode
2026-04-02T03:24:32.000Z Runner image: windows-latest
2026-04-02T03:24:32.000Z Language: python
2026-04-02T03:24:32.000Z make build-ci -j4
2026-04-02T03:24:32.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-02T03:24:32.000Z ##[error]Build failed with exit code 2",2026-04-02t03:24:32.000z group run ci for microsoft/vscode 2026-04-02t03:24:32.000z runner image: windows-latest 2026-04-02t03:24:32.000z language: python 2026-04-02t03:24:32.000z make build-ci -j4 2026-04-02t03:24:32.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed,233.0
"2026-04-01T23:58:56.000Z ##[group]Run CI for apache/spark
2026-04-01T23:58:56.000Z Runner image: ubuntu-latest
2026-04-01T23:58:56.000Z Language: go
2026-04-01T23:58:56.000Z Pulling cache layer from registry
2026-04-01T23:58:56.000Z error: failed to solve: no space left on device
2026-04-01T23:58:56.000Z ##[error]Runner disk pressure caused job failure",2026-04-01t23:58:56.000z group run ci for apache/spark 2026-04-01t23:58:56.000z runner image: ubuntu-latest 2026-04-01t23:58:56.000z language: go 2026-04-01t23:58:56.000z pulling cache layer from registry 2026-04-01t23:58:56.000z,Infrastructure Error,build,high,Runner or external service instability,229.0
"2026-04-12T04:27:18.000Z ##[group]Run CI for microsoft/vscode
2026-04-12T04:27:18.000Z Runner image: ubuntu-latest
2026-04-12T04:27:18.000Z Language: node
2026-04-12T04:27:18.000Z Starting module worker
2026-04-12T04:27:18.000Z Traceback (most recent call last): ValueError: invalid state transition in worker
2026-04-12T04:27:18.000Z ##[error]Runtime exception in test process",2026-04-12t04:27:18.000z group run ci for microsoft/vscode 2026-04-12t04:27:18.000z runner image: ubuntu-latest 2026-04-12t04:27:18.000z language: node 2026-04-12t04:27:18.000z starting module worker 2026-04-12t04:27:18.000z traceback most,Runtime Error,test,medium,Unhandled exception during job execution,
"2026-04-01T15:36:06.000Z ##[group]Run CI for vercel/next.js
2026-04-01T15:36:06.000Z Runner image: windows-latest
2026-04-01T15:36:06.000Z Language: go
2026-04-01T15:36:06.000Z src/billing/handler.py:198: SyntaxError: unexpected token '='
2026-04-01T15:36:06.000Z pylint: E0001 syntax-error
2026-04-01T15:36:06.000Z ##[error]Build stopped due to syntax error",2026-04-01t15:36:06.000z group run ci for vercel/next.js 2026-04-01t15:36:06.000z runner image: windows-latest 2026-04-01t15:36:06.000z language: go 2026-04-01t15:36:06.000z src/billing/handler.py:198: syntaxerror: unexpected token 2026-04-01t15:36:06.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter,264.0
"2026-04-01T11:28:39.000Z ##[group]Run CI for spring-projects/spring-boot
2026-04-01T11:28:39.000Z Runner image: macos-latest
2026-04-01T11:28:39.000Z Language: java
2026-04-01T11:28:39.000Z ERROR: Module not found: Cannot resolve 'pytest'
2026-04-01T11:28:39.000Z npm ERR! code E404
2026-04-01T11:28:39.000Z ##[error]Dependency installation failed",2026-04-01t11:28:39.000z group run ci for spring-projects/spring-boot 2026-04-01t11:28:39.000z runner image: macos-latest 2026-04-01t11:28:39.000z language: java 2026-04-01t11:28:39.000z error: module not found: cannot resolve,Dependency Error,build,high,Missing package or unresolved module dependency,226.0
"2026-04-08T09:16:12.000Z ##[group]Run CI for pytorch/pytorch
2026-04-08T09:16:12.000Z Runner image: ubuntu-latest
2026-04-08T09:16:12.000Z Language: rust
2026-04-08T09:16:12.000Z pytest -m integration --maxfail=1
2026-04-08T09:16:12.000Z Error: Process timed out after 15 minutes
2026-04-08T09:16:12.000Z ##[error]The operation was canceled",2026-04-08t09:16:12.000z group run ci for pytorch/pytorch 2026-04-08t09:16:12.000z runner image: ubuntu-latest 2026-04-08t09:16:12.000z language: rust 2026-04-08t09:16:12.000z pytest -m integration --maxfail 1 2026-04-08t09:16:12.000z,Timeout Error,test,medium,Long-running step exceeded CI timeout threshold,
2026-04-09T02:33:49.7153672Z Exception ignored in: <_io.TextIOWrapper name='<stdout>' mode='w' encoding='utf-8'> 2026-04-09T02:33:49.7154537Z BrokenPipeError: [Errno 32] Broken pipe 2026-04-09T02:33:49.7328868Z ##[error]The operation was canceled. 2026-04-09T02:33:24.0258324Z ##[error]./django/db/models/lookups.py:79:89: E501 line too long (97 > 88 characters) 2026-04-09T02:33:24.0261235Z ##[error]./django/db/models/sql/query.py:16:1: F401 'collections.abc.Iterable' imported but unused,tz exception ignored in iotextiowrapper,Runtime Error,build,medium,Unexpected runtime exception,39.0
"2026-04-02T09:40:02.000Z ##[group]Run CI for pytorch/pytorch
2026-04-02T09:40:02.000Z Runner image: ubuntu-latest
2026-04-02T09:40:02.000Z Language: java
2026-04-02T09:40:02.000Z Starting module scheduler
2026-04-02T09:40:02.000Z Traceback (most recent call last): ValueError: invalid state transition in scheduler
2026-04-02T09:40:02.000Z ##[error]Runtime exception in test process",2026-04-02t09:40:02.000z group run ci for pytorch/pytorch 2026-04-02t09:40:02.000z runner image: ubuntu-latest 2026-04-02t09:40:02.000z language: java 2026-04-02t09:40:02.000z starting module scheduler 2026-04-02t09:40:02.000z traceback most,Runtime Error,test,medium,Unhandled exception during job execution,241.0
"2026-04-01T11:21:10.000Z ##[group]Run CI for apache/spark
2026-04-01T11:21:10.000Z Runner image: macos-latest
2026-04-01T11:21:10.000Z Language: java
2026-04-01T11:21:10.000Z ERROR: Module not found: Cannot resolve 'spring-core'
2026-04-01T11:21:10.000Z npm ERR! code E404
2026-04-01T11:21:10.000Z ##[error]Dependency installation failed",2026-04-01t11:21:10.000z group run ci for apache/spark 2026-04-01t11:21:10.000z runner image: macos-latest 2026-04-01t11:21:10.000z language: java 2026-04-01t11:21:10.000z error: module not found: cannot resolve,Dependency Error,build,high,Missing package or unresolved module dependency,211.0
"2026-04-01T19:36:47.000Z ##[group]Run CI for apache/spark
2026-04-01T19:36:47.000Z Runner image: ubuntu-latest
2026-04-01T19:36:47.000Z Language: go
2026-04-01T19:36:47.000Z aws secretsmanager get-secret-value --secret-id docker-token
2026-04-01T19:36:47.000Z AccessDeniedException: User is not authorized to perform secretsmanager:GetSecretValue
2026-04-01T19:36:47.000Z ##[error]permission denied while accessing deployment secret",2026-04-01t19:36:47.000z group run ci for apache/spark 2026-04-01t19:36:47.000z runner image: ubuntu-latest 2026-04-01t19:36:47.000z language: go 2026-04-01t19:36:47.000z aws secretsmanager get-secret-value --secret-id docker-token 2026-04-01t19:36:47.000z,Permission Error,deploy,high,"Token, role, or filesystem permission denied",256.0
"2026-04-02T07:03:00.000Z ##[group]Run CI for apache/spark
2026-04-02T07:03:00.000Z Runner image: macos-latest
2026-04-02T07:03:00.000Z Language: python
2026-04-02T07:03:00.000Z Pulling cache layer from registry
2026-04-02T07:03:00.000Z error: failed to solve: no space left on device
2026-04-02T07:03:00.000Z ##[error]Runner disk pressure caused job failure",2026-04-02t07:03:00.000z group run ci for apache/spark 2026-04-02t07:03:00.000z runner image: macos-latest 2026-04-02t07:03:00.000z language: python 2026-04-02t07:03:00.000z pulling cache layer from registry 2026-04-02t07:03:00.000z,Infrastructure Error,build,high,Runner or external service instability,232.0
"2026-04-01T13:07:47.000Z ##[group]Run CI for facebook/react
2026-04-01T13:07:47.000Z Runner image: windows-latest
2026-04-01T13:07:47.000Z Language: java
2026-04-01T13:07:47.000Z Starting module worker
2026-04-01T13:07:47.000Z Traceback (most recent call last): ValueError: invalid state transition in worker
2026-04-01T13:07:47.000Z ##[error]Runtime exception in test process",2026-04-01t13:07:47.000z group run ci for facebook/react 2026-04-01t13:07:47.000z runner image: windows-latest 2026-04-01t13:07:47.000z language: java 2026-04-01t13:07:47.000z starting module worker 2026-04-01t13:07:47.000z traceback most,Runtime Error,test,medium,Unhandled exception during job execution,238.0
"2026-04-01T22:32:33.000Z ##[group]Run CI for tensorflow/tensorflow
2026-04-01T22:32:33.000Z Runner image: macos-latest
2026-04-01T22:32:33.000Z Language: node
2026-04-01T22:32:33.000Z helm upgrade --install api ./charts/api
2026-04-01T22:32:33.000Z Error: UPGRADE FAILED: timed out waiting for the condition
2026-04-01T22:32:33.000Z ##[error]Deployment failed in production stage",2026-04-01t22:32:33.000z group run ci for tensorflow/tensorflow 2026-04-01t22:32:33.000z runner image: macos-latest 2026-04-01t22:32:33.000z language: node 2026-04-01t22:32:33.000z helm upgrade --install api ./charts/api 2026-04-01t22:32:33.000z,Deployment Error,deploy,high,Release or deployment command failed,245.0
"2026-04-12T01:36:20.000Z ##[group]Run CI for angular/angular
2026-04-12T01:36:20.000Z Runner image: windows-latest
2026-04-12T01:36:20.000Z Language: node
2026-04-12T01:36:20.000Z make build-ci -j4
2026-04-12T01:36:20.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-12T01:36:20.000Z ##[error]Build failed with exit code 2",2026-04-12t01:36:20.000z group run ci for angular/angular 2026-04-12t01:36:20.000z runner image: windows-latest 2026-04-12t01:36:20.000z language: node 2026-04-12t01:36:20.000z make build-ci -j4 2026-04-12t01:36:20.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed,
"2026-04-08T16:28:40.000Z ##[group]Run CI for spring-projects/spring-boot
2026-04-08T16:28:40.000Z Runner image: windows-latest
2026-04-08T16:28:40.000Z Language: python
2026-04-08T16:28:40.000Z validating .github/workflows/ci.yml
2026-04-08T16:28:40.000Z workflow syntax error: Unexpected value 'stepz'
2026-04-08T16:28:40.000Z ##[error]Invalid workflow configuration",2026-04-08t16:28:40.000z group run ci for spring-projects/spring-boot 2026-04-08t16:28:40.000z runner image: windows-latest 2026-04-08t16:28:40.000z language: python 2026-04-08t16:28:40.000z validating .github/workflows/ci.yml 2026-04-08t16:28:40.000z workflow syntax error:,Configuration Error,build,high,Invalid workflow configuration or environment variable,
"2026-04-01T10:00:06.000Z ##[group]Run CI for vercel/next.js
2026-04-01T10:00:06.000Z Runner image: ubuntu-latest
2026-04-01T10:00:06.000Z Language: rust
2026-04-01T10:00:06.000Z ERROR: Module not found: Cannot resolve 'webpack'
2026-04-01T10:00:06.000Z npm ERR! code E404
2026-04-01T10:00:06.000Z ##[error]Dependency installation failed",2026-04-01t10:00:06.000z group run ci for vercel/next.js 2026-04-01t10:00:06.000z runner image: ubuntu-latest 2026-04-01t10:00:06.000z language: rust 2026-04-01t10:00:06.000z error: module not found: cannot resolve,Dependency Error,build,high,Missing package or unresolved module dependency,214.0
"2026-04-04T20:50:46.000Z ##[group]Run CI for apache/spark
2026-04-04T20:50:46.000Z Runner image: ubuntu-latest
2026-04-04T20:50:46.000Z Language: rust
2026-04-04T20:50:46.000Z aws secretsmanager get-secret-value --secret-id docker-token
2026-04-04T20:50:46.000Z AccessDeniedException: User is not authorized to perform secretsmanager:GetSecretValue
2026-04-04T20:50:46.000Z ##[error]permission denied while accessing deployment secret",2026-04-04t20:50:46.000z group run ci for apache/spark 2026-04-04t20:50:46.000z runner image: ubuntu-latest 2026-04-04t20:50:46.000z language: rust 2026-04-04t20:50:46.000z aws secretsmanager get-secret-value --secret-id docker-token 2026-04-04t20:50:46.000z,Permission Error,deploy,high,"Token, role, or filesystem permission denied",
Error: Process timed out after 10 minutes,process timeout error,Timeout Error,test,medium,Execution exceeded time limit,21.0
"2026-04-12T08:36:45.000Z ##[group]Run CI for apache/spark
2026-04-12T08:36:45.000Z Runner image: ubuntu-latest
2026-04-12T08:36:45.000Z Language: java
2026-04-12T08:36:45.000Z validating .github/workflows/ci.yml
2026-04-12T08:36:45.000Z workflow syntax error: Unexpected value 'stepz'
2026-04-12T08:36:45.000Z ##[error]Invalid workflow configuration",2026-04-12t08:36:45.000z group run ci for apache/spark 2026-04-12t08:36:45.000z runner image: ubuntu-latest 2026-04-12t08:36:45.000z language: java 2026-04-12t08:36:45.000z validating .github/workflows/ci.yml 2026-04-12t08:36:45.000z workflow syntax error:,Configuration Error,build,high,Invalid workflow configuration or environment variable,
"2026-04-01T10:08:27.000Z ##[group]Run CI for pytorch/pytorch
2026-04-01T10:08:27.000Z Runner image: macos-latest
2026-04-01T10:08:27.000Z Language: go
2026-04-01T10:08:27.000Z ERROR: Module not found: Cannot resolve 'numpy'
2026-04-01T10:08:27.000Z npm ERR! code E404
2026-04-01T10:08:27.000Z ##[error]Dependency installation failed",2026-04-01t10:08:27.000z group run ci for pytorch/pytorch 2026-04-01t10:08:27.000z runner image: macos-latest 2026-04-01t10:08:27.000z language: go 2026-04-01t10:08:27.000z error: module not found: cannot resolve,Dependency Error,build,high,Missing package or unresolved module dependency,212.0
"2026-04-04T21:03:28.000Z ##[group]Run CI for microsoft/vscode
2026-04-04T21:03:28.000Z Runner image: macos-latest
2026-04-04T21:03:28.000Z Language: rust
2026-04-04T21:03:28.000Z aws secretsmanager get-secret-value --secret-id docker-token
2026-04-04T21:03:28.000Z AccessDeniedException: User is not authorized to perform secretsmanager:GetSecretValue
2026-04-04T21:03:28.000Z ##[error]permission denied while accessing deployment secret",2026-04-04t21:03:28.000z group run ci for microsoft/vscode 2026-04-04t21:03:28.000z runner image: macos-latest 2026-04-04t21:03:28.000z language: rust 2026-04-04t21:03:28.000z aws secretsmanager get-secret-value --secret-id docker-token 2026-04-04t21:03:28.000z,Permission Error,deploy,high,"Token, role, or filesystem permission denied",
